id,title,album,artist_name,genre,year,length,bitrate,lyrics,album_id,artist_id
300,To The World (Kanye West Feat. R. Kelly),Cruel Summer,G.O.O.D. Music,Hip-Hop,2012,231053,320000,,242,227
301,Gather Around - Culture,Culture (1970's - 2000),Culture,Reggaeton,1970,232777,128000,,1206,2642
302,Little Friend,Curb,Nickelback,Rock,2002,229024,192000,,1027,597
303,Intro,Curtain Call The Hits,Eminem,Hip-Hop,2005,34037,186485,,213,185
304,Intro,Curtis,50 Cent,Hip-Hop,2007,50520,320000,,181,167
305,That's Why I'm Hot,Da Drought 3 (Mixtape),Lil Wayne,Hip-Hop,2007,11441,2293911,,282,238
306,I Believe,Daddy's Little Girls (Soundtrack),Brian McKnight,R&B,2011,202072,128000,,709,487
307,If I Didn't Know Better,Dance With My Father,Luther Vandross,R&B,2003,247092,200193,,814,534
308,Dancing On The Ceiling,Dancing On The Ceiling,Lionel Richie,R&B,1986,271470,320000,,806,504
309,"Look Alive, Sunshine",Danger Days The True Lives Of The Fabulous Killjoys,My Chemical Romance,Rock,2010,37780,192000,,1022,20
310,Jam,Dangerous,Michael Jackson,Pop,1991,339782,320000,,544,443
311,Ingratitude,Dans Pantheon,Mbilia Bel,Rhumba,2015,207830,192000,,1228,2680
312,Trip the Darkness,Dark Adrenaline,Lacuna Coil,Alternative Rock,2012,193044,256000,,35,16
313,It's Not Over,Daughtry,Daughtry,Rock,2006,215170,128000,,986,419
314,Losing Touch,Day & Age,The Killers,Rock,2008,254776,256000,,1059,286
315,Fade Away,Dear Agony,Breaking Benjamin,Rock,2009,197616,192000,,975,9
316,She Said Yeah,December's Children (And Everybody's),The Rolling Stones,Rock & Roll,1965,96862,196729,,1074,614
317,Intro,Dedicated,Lemar,R&B,2003,61074,192000,,800,532
318,Best In The Business,Dedication 2,Lil Wayne,Hip-Hop,2006,45098,128000,,283,238
319,Welcome Back,Dedication 3,Lil Wayne,Hip-Hop,2008,63736,192000,,284,238
320,Speed King,Deep Purple in Rock,Deep Purple,Rock,1970,353046,112000,,987,588
321,Calypso,Definitive All Time Greatest Hits,John Denver,Country,2013,218148,192000,,85,38
322,Intro (Delirium),Delirium,Ellie Goulding,Pop,2015,114494,320000,,494,104
323,Heart Attack,DEMI,Demi Lovato,Pop,2013,227431,320000,,492,420
324,99 Revolutions,Demolicious,Green Day,Rock,2014,246073,320000,,998,591
325,Track 01 Madi,Derniere Minute,Yondo Sisters,Rhumba,1995,294770,128000,,1240,2713
326,Des Mots Qui Sonnent,Des Mots Qui Sonnent,Celine Dion,R&B,1991,235192,160000,,728,490
327,Early Morning,Detroit King,Eminem,Hip-Hop,2015,317622,320000,,214,185
328,C Est Bon C Est Mal,Dinanga,Tshala Muana,Rhumba,2015,325720,192000,,1179,2438
329,Sing About Me,Dirty Gold (Deluxe),Angel Haze,Hip-Hop,2013,215823,320000,,188,171
330,Superstar,"DJ Mebbe presents Vol. 26, September 2010",2Much,Slow Jam,2010,250903,128000,,1187,2485
331,Intro,DJ Mix 45,David Guetta,Electronic,2011,32339,192000,,134,54
332,Django and Jimmie,Django and Jimmie,Merle Haggard & Willie Nelson,Country,2015,171936,320000,,102,45
333,I Wouldn't Want To Live If You Didn't Love Me,Don Williams Vol III,Don Williams,Country,1974,180062,192000,,70,32
334,Don't Shoot Me Santa,Don't Shoot Me Santa,The Killers,Rock,2007,243879,190509,,1060,286
335,Grenade,Doo-Wops & Hooligans,Bruno Mars,R&B,2010,223320,174185,,715,488
336,(Just Like) Starting Over,Double Fantasy,John Lennon,R&B,1980,237415,128000,,777,527
337,The Champ (ft Swizz Beatz),Double Up,R. Kelly,R&B,2007,113340,128000,,878,549
338,Before The Rollie (ft Ace Hood),Dreamchasers 5,Meek Mill,Hip-Hop,2013,261224,128013,,309,248
339,Lord Knows,Dreams Worth More Than Money,Meek Mill,Hip-Hop,2015,318928,320000,,1207,248
340,Migrate,E=MC²,Mariah Carey,R&B,2008,258896,320000,,823,535
341,Run Away With Me,E•mo•tion (Japanese Edition),Carly Rae Jepsen,Pop,2015,251376,320000,,485,90
342,Hotel California,"Eagles, Ultimate Greatest Hits",The Eagles,Country Rock,2013,391784,242339,,1159,49
343,Watching Her Move,Earth to Mars,Bruno Mars,R&B,2011,239751,320000,,716,488
344,Edge of a Revolution,Edge of a Revolution Single,Nickelback,Rock,2014,244062,320000,,1028,597
345,Climb On Board,Electronic Earth,Labrinth,Pop,2012,238680,320000,,516,423
346,I've Got My Love To Keep Me Warm,Ella & Louis,Loius Armstrong & Ella Fitzgerald,Jazz,1994,192692,160000,,420,385
347,Embrace (feat. Eric Vloeimans),Embrace,Armin van Buuren,Electronic,2015,456751,320000,,126,52
348,Phenomenal (CDQ),Eminem,Eminem,Hip-Hop,2015,283604,320000,,215,185
349,Hellbound (ft Masta Ace & J-Black),Eminem & Friends Game Over Sessions,Eminem,Hip-Hop,2005,240352,203790,,216,185
350,Shady Narcotics (Eminem Intro) (ft Lloyd Banks & Cashis & 50 Cent),Eminem Presents The Re-Up,Eminem,Hip-Hop,2006,56502,199359,,217,185
351,Emotions,Emotions,Mariah Carey,R&B,1991,249229,320000,,824,535
352,Good Enough (feat. Jussie Smollett),Empire Season 1,Empire Cast,Soundtrack,2015,234386,320000,,1218,2658
353,Shudder Before The Beautiful,Endless Forms Most Beautiful,Nightwish,Symphonic Metal,2015,394422,192000,,1116,774
354,Year of the Asthmatic Cat,Enjoy Your Rabbit,Sufjan Stevens,Folk Rock,2001,27348,320000,,400,294
355,Bailamos,Enrique Iglesias Greatest Hits,Enrique Iglesias,R&B,2008,214816,320000,,758,495
356,Erotica,Erotica (Deluxe),Madonna,Pop,1992,321050,320000,,527,441
357,Food for Thought,Essential,UB40,Reggaeton,2012,249338,246013,,946,576
358,I Like It (ft Pitbull),Euphoria,Enrique Iglesias,R&B,2010,230529,192000,,760,495
359,What You Want,Evanescence (Deluxe Edition),Evanescence,Rock,2011,221413,128000,,990,589
360,The Rules,Every Man for Himself,Hoobastank,Alternative Rock,2006,56171,80000,,30,14
361,Hang It Up,Everyday Soundtrack,Redrama,Hip-Hop,2003,230974,192000,,331,265
362,Want to Want Me,Everything Is 4,Jason Derulo,Pop,2015,206879,320037,,507,432
363,Good Morning Intro,Evolver,John Legend,R&B,2008,46968,153418,,773,525
364,Throwed,Exclusive The Forever Edition,Chris Brown,R&B,2008,181707,320000,,749,53
365,Once In Awhile (Feat. Max B),Excuse My French (Deluxe Edition),French Montana,Hip-Hop,2013,287738,259472,,233,203
366,Coteledon,Explorations,Mbilia Bel,Rhumba,1997,338233,192000,,1229,2680
367,Express Yourself,Express Yourself,Labrinth,Pop,2012,198661,320000,,517,423
368,You're All I Have,Eyes Open [Deluxe Edition],Snow Patrol,Rock,2006,273528,320000,,1048,22
369,Deuces (feat. Tyga & Kevin McCall),F.A.M.E.,Chris Brown,R&B,2011,279823,256000,,198,53
370,You Raise Me Up,Face to Face,Westlife,R&B,2005,247053,160000,,933,572
371,In the Air Tonight,Face Value,Phil Collins,R&B,1981,336877,320000,,872,546
372,Love Alone Is Worth The Fight,Fading West,Switchfoot,Alternative Rock,2014,276991,320000,,53,25
373,Going Under,Fallen,Evanescence,Rock,2003,219071,192000,,991,589
374,I'll Never Let Go,Fallen Empires,Snow Patrol,Alternative Rock,2011,283924,320000,,50,22
375,Washing the World Away,Falling Away,Crossfade,Rock,2006,233926,220775,,982,587
376,It's All Coming Back To Me Now,Falling Into You,Celine Dion,R&B,1996,457262,128000,,729,490
377,Intro,Fan Of A Fan,Chris Brown & Tyga,Hip-Hop,2010,39941,256000,,200,180
378,Westside,Fan of a Fan The Album,Chris Brown & Tyga,Hip-Hop,2015,215873,320000,,201,180
379,Ciara To The Stage,Fantasy Ride,Ciara,R&B,2009,227787,183182,,752,491
380,Bang (ft Rye ye),Fast & Furious New Model. Original Parts.,M. I. A.,Hip-Hop,2009,212636,171395,,231,195
381,Bang (ft Rye ye),Fast & Furious New Model. Original Parts.,M. I. A.,Hip-Hop,2009,212636,171395,,231,195
382,We Own It (Fast & Furious) (ft 2 Chainz),Fast and Furious 6,2 Chainz,Hip-Hop,2013,227970,320000,,237,165
383,Daydreams,Favourite R&B 1970-2010,Adele,R&B,2000,201665,162715,,1175,81
384,Jump Then Fall,Fearless,Taylor Swift,R&B,2009,238184,320000,,901,79
385,Change,Fearless (Platinum Edition),Taylor Swift,R&B,2009,270816,143256,,902,79
386,En Tus Pupilas,"Fijación Oral, Vol. 1",Shakira,Pop,2005,264489,256000,,604,454
387,Blackstreet Intro,Finally,Blackstreet,R&B,1999,263105,320000,,689,482
388,Fireball,FireBall,Deep Purple,Rock,1975,202124,112000,,988,588
389,First Comes the Night,First Comes the Night (Deluxe Edition),Chris Isaak,Rock,2015,258772,320000,,978,584
390,Monday Morning,Fleetwood Mac,Fleetwood Mac,Rock,1975,170700,128000,,994,590
391,Rhiannon,"Fleetwood Mac, Greatest Hits",Fleetwood Mac,Rock,1980,251663,195544,,1181,590
392,Little Lies,"Fleetwood Mac, Mixed",Fleetwood Mac,Rock,1980,216073,128000,,1182,590
393,Intro feat. Stalley,Flume,Flume,Hip-Hop,2013,238624,320000,,232,202
394,I'm So Sick,Flyleaf (Special Edition),Flyleaf,Alternative Rock,2007,176258,320000,,26,12
395,You Make Me Smile,Foiled,Blue October,Rock,2006,261651,320000,,973,582
396,Introduction,Fom L.A. to Denver,John Denver,Country,2014,617900,192000,,86,38
397,Me And My Uncle (John Philips),Fom L.A. to Denver,John Denver,Country,2014,171441,192000,,86,38
398,Now Let Them Tremble...,For We Are Many,All That Remains,Metal,2010,83121,234552,,429,388
399,The Heart Wants What It Wants,For You,Selena Gomez,Pop,2014,227448,320000,,599,62
400,Music Again,For Your Entertainment,Adam Lambert,Pop,2009,196967,320000,,471,80
401,My Turn,For(n)ever,Hoobastank,Alternative Rock,2009,189240,192000,,31,14
402,Profondo,Forever,Alesso,Electronic,2015,139624,320000,,125,82
403,Ten Feet Tall (ft Wrabel),Forget the World,Afrojack,Electronic,2014,229224,320000,,124,50
404,Ten Feet Tall (feat. Wrabel),Forget the World (Deluxe Version),Afrojack,Dance,2014,229067,320000,,115,50
405,Turn Up The Music,Fortune (Deluxe Version),Chris Brown,Electronic,2012,229146,261933,,118,53
406,Steal My Girl,Four (Deluxe Version),One Direction,Pop,2014,233751,320000,,563,445
407, Tres Impoli,Franco Luambo (90's),Franco Luambo,Rhumba,1994,1015305,128000,,1196,2437
408,Track 01,Franco Luambo Luanzo Makiadi 1990's,Franco Luambo,Rhumba,1994,1015290,128000,,1178,2437
409,Glory,Free Weezy Album,Lil Wayne,Hip-Hop,2015,306442,320000,,286,238
410,Right Now (Na Na Na),Freedom,Akon,R&B,2008,240796,202088,,652,469
411,Friday Night Lights (Intro),Friday Night Lights,J. Cole,Hip-Hop,2010,106026,320000,,253,231
412,Let Me Love You,From There To Here 1989-2002,Brian McKnight,R&B,2002,226612,192000,,710,487
413,Bussin Out Da Bag,Fuk Wat They Talkin Bout,Tyga,Hip-Hop,2015,242390,320000,,354,279
414,Overcome,Full Circle,Creed,Rock,2009,226873,233903,,980,586
415,Riot (ft Damian Jr. Gong Marley),Full Frequency,Sean Paul,Reggaeton,2013,198504,320000,,943,574
416,B Rocka Intro,Full Moon,Brandy,R&B,2002,79830,320000,,699,486
417,What It Feels Like,Full Speed,Kid Ink,Hip-Hop,2015,135002,320000,,275,215
418,What It Feels Like,Full Speed,Kid Ink,Hip-Hop,2015,135002,320000,,275,215
419,Sober,Funhouse,Pink,Pop,2008,253199,192000,,575,450
420,Ride Out (ft Rich Homie Quan & Tyga & Wale & YG),Furious 7 [Original Motion Picture Soundtrack],Kid Ink,Hip-Hop,2015,211983,320000,,238,215
421,Marilyn Monroe,G I R L,Pharrell Williams,Pop,2014,354770,320000,,574,449
422,Interview (ft The Dream) (Speak On Exodus 23 1),G.O.O.D Vs. YMCMB,Pusha T,Hip-Hop,2012,156919,320000,,371,266
423,Interview (ft The Dream) (Speak On Exodus 23 1),G.O.O.D Vs. YMCMB,Pusha T,Hip-Hop,2012,156919,320000,,371,266
424,Riddle Me,Geffery Morgan,UB40,Reggaeton,1984,238315,320000,,947,576
425,Stay With Him (Intro),Gemini,Brian McKnight,R&B,2005,147604,192000,,711,487
426,Prelude,Get Lifted,John Legend,R&B,2004,45014,320000,,774,525
427,Wild Sage,Get Lonely,The Mountain Goats,Indie Folk,2006,253283,256000,,392,291
428,Intro,Get Rich or Die Tryin',50 Cent,Hip-Hop,2003,6556,320000,,182,167
429,Black Magic,Get Weird,Little Mix,Pop,2015,212062,320000,,518,438
430,Asleep On A Train,Ghost,Radical Face,Alternative Rock,2007,120163,229319,,1198,2576
431,Always In My Head,Ghost Stories,Coldplay,Alternative Rock,2014,216058,320000,,17,10
432,De Novo Adagio (Intro),Girl on Fire,Alicia Keys,R&B,2012,79124,218933,,660,470
433,Give Peace A Chance,Give Peace A Chance,John Lennon,R&B,1969,293840,128000,,778,527
434,Voodoo,Glam Nation Live,Adam Lambert,Pop,2011,279218,128000,,472,80
435,Loverboy Remix,Glitter,Mariah Carey,R&B,2001,271762,320000,,825,535
436,Global Warming (ft Sensato),Global Warming,Pitbull,Hip-Hop,2012,85472,320000,,323,143
437,Ah Leke (feat. Sean Paul),Globalization,Pitbull,Hip-Hop,2014,188924,320000,,324,143
438,Gold Skies (ft Aleesia),Gold Skies EP,Martin Garrix,Electronic,2014,328306,256000,,143,130
439,Baiser De Judas,Golgotta,Tshala Muana,Rhumba,2015,333496,192000,,1237,2438
440,Umbrella (ft Jay-Z),Good Girl Gone Bad,Rihanna,Pop,2007,274056,320000,,584,452
441,Umbrella (ft Jay-Z),Good Girl Gone Bad,Rihanna,Pop,2007,274056,320000,,584,452
442,Sherane A.K.A. Master Splinters Daughter,Good Kid M.A.A.D City-(Deluxe Edition),Kendrick Lamar,Hip-Hop,2012,273684,224084,,270,236
443,A Wish For Something More,Good R&B Mixed   Redmp3.Me,Amy Macdonald,R&B,2015,224835,192000,,763,497
444,Funeral for a Friend (Love Lies Bleeding),Goodbye Yellow Brick Road,Elton John,R&B,1973,668656,253384,,755,494
445,Can't Stop Thinking About You,Goon,Tobias Jesso Jr.,Alternative,2015,235389,320000,,7,5
446,Wide Eyes,Gorilla Manor,Local Natives,Indie Folk,2009,266527,320000,,383,288
447,Under My Thumb,Got Live If You Want It!,The Rolling Stones,Rock & Roll,1966,174053,196741,,1075,614
448,Ain't No Sunshine,Got to Be There,Michael Jackson,Pop,1972,253779,320000,,545,443
449,The Boy In The Bubble,Graceland [Bonus Tracks],Paul Simon,Pop,1986,240034,192000,,568,448
450,I Can Transform Ya,Graffiti,Chris Brown,R&B,2009,228728,320000,,750,53
451,Inner Monologue,Gravitas,Talib Kweli,Hip-Hop,2013,227239,128000,,346,274
452,Maybelline,Greatest Hits,Chuck Berry,Oldies,1984,141445,112000,,1171,1100
453,Forever And For Always,Greatest Hits,Shania Twain,R&B,2004,246923,320000,,896,553
454,The Lightning Strike (What If This Storm Ends),Greatest Hits,Snow Patrol,Alternative Rock,2013,251036,320000,,51,22
455,Soul Provider,Greatest Hits 1985 95,Michael Bolton,R&B,2009,265727,320000,,838,538
456,Keep Ya Head Up,Greatest Hits 2Pac,2Pac,Hip-Hop,1998,264675,320000,,169,166
457,Troublesome 96',Greatest Hits 2Pac,2Pac,Hip-Hop,1998,277345,320000,,169,166
458,Are You Gonna Go Away,Greatest Hits Lenny Kravitz,Lenny Kravitz,Rock,2000,226710,128000,,1011,594
459,Flint (For the Unemployed and,Greetings from Michigan The Great Lake State,Sufjan Stevens,Folk Rock,2003,231894,192000,,401,294
460,Hundoe,Groove   Volume. 1,Suhnraw,Instrumentals,2012,91010,261396,,408,305
461,I Need Church,Growing Up in Public,Professor Green,Hip-Hop,2014,249654,320000,,327,261
462,Love Don't Let Me Go (Walking Away) (ft The Egg),Guetta Blaster,David Guetta,Electronic,2004,193462,256000,,135,54
463,Always There,Guns in the Ghetto,UB40,Reggaeton,1997,217939,320000,,948,576
464,Sins Of My Youth,Habits,Neon Trees,Rock,2010,219211,256000,,1024,595
465,Don't Say a Word,Halcyon (Deluxe Edition),Ellie Goulding,Pop,2012,247510,320000,,495,104
466,Don't Say a Word,Halcyon Days (Deluxe Edition),Ellie Goulding,Pop,2012,249678,320000,,496,104
467,Halflife,Halflife,Lacuna Coil,Alternative Rock,2000,302422,320000,,36,16
468,Nothing Is Stopping You,Hall Of Fame,Big Sean,Hip-Hop,2013,304594,320000,,192,175
469,Happy Xmas (War Is Over),Happy Xmas (War Is Over),John Lennon,R&B,1971,218294,128000,,779,527
470,Candy Shop,Hard Candy (Deluxe),Madonna,Pop,2008,255848,320000,,528,441
471,The Night (Ak9 Remix) (ft 3LAU & Nod de Strip & Estelle),"Hardwell Presents Revealed, Vol. 6",Hardwell,Electronic,2015,289149,320000,,137,113
472,In My Head,Heal,Loreen,Pop,2012,263784,320000,,521,440
473,Allergies,Hearts And Bones (Expanded + Remastered),Paul Simon,Pop,1983,279170,320000,,569,448
474,Get Over It,Hell Freezes Over,The Eagles,Country Rock,1994,213855,128000,,113,49
475,Welcome 2 Hell,Hell The Sequel (Deluxe Edition),Bad Meets Evil,Hip-Hop,2011,177763,258327,,191,174
476,Hello Dolly,Hello Louis!,Louis Armstrong,Jazz,1990,147329,160000,,421,383
477,I'm Dat Chick,Here I Am (Deluxe Edition),Kelly Rowland,R&B,2011,245697,256000,,797,531
478,"Here, My Dear","Here, My Dear",Marvin Gaye,Soul,1978,169116,220989,,1101,675
479,Let It Go,High 'n' Dry,Def Leppard,Indie Folk,1981,283062,128000,,380,287
480,Billie Jean,"HIStory Past, Present and Future, Book I",Michael Jackson,Pop,1995,294191,320000,,546,443
481,Scream (ft Janet Jackson),"HIStory Past, Present and Future, Book I",Michael Jackson,Pop,1995,279099,320000,,546,443
482,Another Day in Paradise,Hits,Phil Collins,R&B,1981,323819,320000,,873,546
483,So Destructive,Homegrown,UB40,Reggaeton,2003,315533,320000,,949,576
484,My Momma,Honest,Future,Hip-Hop,2014,218821,160000,,239,221
485,Honeymoon,Honeymoon,Lana Del Rey,Alternative Rock,2015,313256,320000,,43,17
486,Intro,Hood Billionaire (Deluxe),Rick Ross,Hip-Hop,2014,127059,320000,,339,253
487,Jenny Was A Friend Of Mine,Hot Fuss,The Killers,Rock,2004,244636,232538,,1061,286
488,Hotel Intro,Hotel,Moby,Alternative Rock,2005,114128,172811,,45,18
489,Swear,Hotel,Moby,Alternative Rock,2005,401689,192000,,45,18
490,Hotel California,Hotel California,The Eagles,Country Rock,1976,388316,192000,,114,49
491,500 Degrees (ft Lil Wayne),Hotel California (Deluxe Edition),Tyga,Hip-Hop,2013,228788,320000,,355,279
492,Take Me To Church,Hozier,Hozier,Rock,2014,241737,229754,,1215,115
493,Human (Intro),Human,Brandy,R&B,2008,19826,320000,,700,486
494,Human (Armin Van Buuren Club Mix),Human,The Killers,Trance,2008,493125,320000,,1122,286
495,You & I,Hummingbird,Local Natives,Indie Folk,2013,277138,320000,,384,288
496,McFerrin Grace,Hush,Yo-Yo Ma & Bobby McFerrin,Jazz,1992,234605,227444,,414,380
497,Papercut,Hybrid Theory,Linkin Park,Rock,2000,185191,192000,,1014,156
498,Attack,Hypnotize,System Of A Down,Rock,2005,186166,192000,,1052,607
499,Apollo (Acoustic Version) (ft Amba Shepherd),I Am Hardwell (Original Soundtrack),Hardwell,Electronic,2013,238497,256000,,138,113
500,IANAHB,I Am Not A Human Being II (Deluxe Edition),Lil Wayne,Hip-Hop,2013,338337,250924,,287,238
501,A Boy Was Conceived (Intro),I Am The West,Ice Cube,Hip-Hop,2010,26331,155859,,244,229
502,Single Ladies (Put a Ring on It),I Am...Sasha Fierce [Platinum Edition],Beyonce,Pop,2008,198627,320000,,484,415
503,Merrymaking at My Place,I Created Disco,Calvin Harris,Electronic,2007,250697,320000,,131,89
504,Million Dollar Bill,I Look To You,Whitney Houston,R&B,2009,204355,320000,,939,573
505,I Need A Love Song,I Need A Love Song,Babyface,R&B,2008,223726,128000,,672,475
506,I Need A Love Song,I Need A Love Song,Babyface,R&B,2008,223726,128000,,672,475
507,Take It Easy On Yourself,I Turn The Page,Don Williams,Country,1998,222719,192000,,71,32
508,You Give Good Love,I Will Always Love You The Best Of Whitney Houston,Whitney Houston,R&B,2012,276218,238653,,940,573
509,Straight Outta Cold Beer,If I'm Honest,Blake Shelton,Country,2016,165459,320000,,1199,2577
510,"If Not Now, When","If Not Now, When",Incubus,Rock,2011,305397,217618,,1004,15
511,Legend,If You're Reading This It's Too Late,Drake,Hip-Hop,2015,244472,320000,,205,184
512,These Days,III,Take That,R&B,2014,232045,320000,,900,556
513,"Concerning The UFO Sighting Near Highland, Illinois",Illinoise,Sufjan Stevens,Folk Rock,2005,129070,192000,,402,294
514,Gonorrhea (ft Drake),Im Not A Human Being,Lil Wayne,Hip-Hop,2010,278075,320000,,280,238
515,Stupid Girl,Im Not Dead,Pink,R&B,2006,196375,128000,,875,450
